15	89	707	176
28	81	2606	64
64	34	4085	460
9	74	2136	972
13	49	4463	485
37	50	3849	290
40	63	737	429
51	65	2917	358
58	81	599	188
81	36	4651	929
65	51	2411	416
72	32	3446	220
47	31	1705	959
27	88	1790	586
87	60	4747	973
88	68	2776	238
56	40	1768	545
55	22	2740	541
90	48	2642	408
90	72	2079	356
82	93	3814	276
50	24	2991	229
53	47	4314	226
59	1	2663	919
33	37	970	862
63	65	779	117
38	42	3873	654
53	76	4467	840
102	23	1641	803
29	76	1901	133
63	33	1033	143
17	26	3178	463
63	54	4504	317
34	53	3789	537
32	33	3554	271
33	47	4446	361
12	50	3886	201
89	1	2539	530
39	90	293	183
67	98	955	859
103	33	4988	938
38	43	2868	520
48	56	4978	49
37	54	1099	667
55	53	1923	671
1	64	2040	604
65	75	3678	78
27	61	1611	910
78	62	2860	614
51	52	4773	865
76	17	1692	496
29	84	527	419
62	46	3234	546
30	39	696	776
28	1	290	784
40	18	1902	875
62	31	629	698
50	37	251	638
14	45	2105	174
59	20	3191	291
3	62	1202	279
66	73	1857	466
48	60	3063	946
26	53	1536	472
41	38	2127	179
61	71	4037	730
91	60	2804	46
60	78	3498	900
83	29	857	429
58	10	3945	67
66	70	4625	628
64	65	410	510
38	39	1698	920
43	51	3926	89
45	38	4358	974
29	73	3454	113
90	25	1262	643
4	5	3455	776
31	50	922	258
41	27	3834	994
3	28	2396	394
44	98	4532	644
54	36	1707	140
85	82	4521	702
72	50	1660	635
58	54	1468	302
53	52	4191	286
57	61	3428	864
113	27	3049	800
67	1	3519	816
29	66	1867	260
63	62	1031	919
35	71	4196	441
77	1	644	684
58	87	2013	519
39	49	3175	719
79	50	2686	404
77	17	2176	580
23	60	2666	875
61	72	4337	619
98	37	3493	401
65	84	2212	497
34	55	911	999
40	20	3237	294
29	1	4972	343
48	43	4522	425
3	46	4614	208
48	106	2650	948
33	43	2809	216
96	95	2865	743
31	33	3981	69
45	35	2315	773
38	39	1050	806
8	36	1194	549
95	49	3481	571
85	60	3209	720
93	36	1279	448
44	42	1757	572
63	18	2573	598
43	112	4743	541
86	50	3123	408
90	93	1078	985
51	76	1841	699
8	76	816	932
26	43	1325	458
90	2	2154	104
64	65	2586	949
26	15	3001	560
9	58	823	792
45	20	4853	396
79	60	1480	772
75	20	1019	170
75	47	2142	489
33	23	3072	444
45	55	1161	337
23	30	4555	469
55	18	1346	666
44	65	2400	375
49	43	408	93
27	24	4658	606
43	31	3350	796
72	92	987	383
64	27	2225	99
50	40	4429	411
48	139	875	245
65	36	2124	933
9	62	4910	872
51	36	2004	762
116	42	3786	249
62	52	4433	193
33	69	1596	116
64	30	1488	213
12	48	3736	682
71	83	2030	791
34	49	1520	925
74	41	3248	145
62	68	3515	774
67	22	3892	728
80	59	2810	823
47	68	4856	223
4	56	1871	305
46	28	3052	915
72	70	3788	600
67	4	4339	636
42	65	443	296
29	64	312	888
13	55	3522	288
5	62	3288	721
87	66	4482	988
20	1	3898	571
89	74	3253	529
36	18	625	660
1	2	4631	561
70	26	2013	586
41	92	797	239
90	4	2111	122
52	63	1031	446
21	44	2831	277
98	46	3054	677
94	58	3739	118
19	72	928	536
77	57	187	259
17	53	129	807
34	51	4611	480
54	81	1806	288
25	77	4928	413
73	6	3840	507
41	56	1351	493
62	37	1118	884
70	81	2161	88
60	45	4078	150
47	55	2658	201
46	73	2723	784
54	31	804	545
56	43	2958	962
31	80	226	311
31	48	4864	924
9	47	2736	516
50	45	4544	917
17	23	1214	882
36	84	3242	398
63	51	2219	969
59	32	2419	721
18	26	1107	415
35	28	3192	678
60	63	2152	751
59	33	918	121
39	54	3564	742
12	25	1037	782
32	43	136	706
52	50	3408	127
45	61	4513	713
71	57	2267	737
18	50	1095	818
75	21	1881	642
76	69	327	305
83	76	1187	312
50	38	2017	209
58	59	3279	115
1	48	1634	917
35	48	2320	934
53	30	2628	95
47	34	2694	755
63	56	2334	168
35	45	2280	380
60	24	1430	202
44	17	243	209
41	62	3139	469
33	62	3117	646
47	41	1165	163
56	17	2958	478
73	38	1306	526
28	8	1294	592
63	17	3247	542
52	13	1439	825
1	47	3308	894
50	70	2628	561
83	105	2170	668
31	99	1034	936
51	57	3609	793
65	98	1175	728
104	61	4783	649
44	67	2559	662
66	32	3238	213
102	53	2295	202
23	33	2532	243
57	47	1309	735
72	86	4800	289
37	40	652	82
87	19	3564	369
37	19	1290	516
56	68	3803	253
1	37	2548	672
37	88	2656	921
72	106	2127	581
100	67	4529	121
17	33	2878	524
36	37	273	630
1	10	827	611
65	31	123	487
1	73	1896	186
55	86	1432	284
32	71	2644	539
56	1	739	215
28	94	2026	478
33	51	591	61
43	104	3803	901
27	29	2034	430
1	41	282	401
32	59	4357	1000
52	23	3050	506
72	88	1764	217
28	50	3525	397
60	58	616	109
97	33	4800	725
23	30	4275	82
39	24	2029	166
48	27	3376	430
19	48	3817	855
37	32	1619	65
35	56	1865	866
45	44	138	883
38	104	3739	300
65	83	3108	356
48	92	4878	185
59	33	4690	437
29	119	2390	139
23	9	1474	628
28	32	2041	844
1	96	304	816
59	88	1713	822
1	49	4432	387
42	43	485	445
29	95	1490	525
55	29	4184	119
57	48	3473	737
26	61	2192	786
54	39	2403	204
77	40	4552	230
54	30	363	463
46	45	893	186
25	57	2750	326
84	1	2568	352
83	69	4548	679
60	62	2675	999
89	6	3112	162
7	44	882	302
62	19	4100	860
68	82	2402	371
93	18	3723	804
47	59	2107	971
64	72	3906	395
28	43	3668	302
17	27	3584	616
94	56	3178	519
65	14	3672	623
23	41	948	69
73	81	721	489
65	85	2801	479
71	45	2828	77
64	68	4712	159
48	54	4671	484
35	70	1961	944
102	52	1220	170
30	85	3653	639
59	47	995	619
55	56	2305	591
10	8	2905	792
75	48	675	774
51	63	1009	289
32	44	3300	179
89	58	3669	714
33	66	4237	162
57	24	4216	580
98	1	3353	127
60	58	2349	932
1	15	827	407
50	91	1413	414
71	56	4926	647
40	23	911	858
55	59	3602	237
59	69	3018	378
32	60	4736	197
39	71	1248	223
49	37	1046	107
78	27	4078	637
10	64	323	768
28	75	611	686
57	67	3859	682
25	1	2955	472
83	51	1611	341
65	69	466	785
32	54	2017	496
25	11	1744	75
1	23	1986	874
47	50	1531	776
38	32	2469	175
59	26	4907	129
37	45	3010	698
60	62	2359	706
57	79	1212	952
48	67	2071	588
14	55	737	249
32	79	4150	905
23	82	3285	450
61	59	1716	603
62	65	2646	47
35	44	222	965
77	12	3653	272
45	5	1287	380
60	67	4002	270
73	74	3275	670
88	83	3256	842
56	42	275	931
47	43	1175	631
48	16	4145	558
45	65	1092	512
7	69	1581	284
89	48	4501	720
74	79	3913	706
47	86	3498	925
26	73	1729	50
9	40	2039	985
74	14	2214	889
55	62	1211	477
11	49	1411	682
62	18	989	103
86	28	3772	614
67	43	3370	116
63	53	673	882
55	44	3648	108
41	39	2819	703
70	73	2627	302
52	74	665	592
61	35	551	877
18	49	1899	734
1	43	354	837
9	42	2164	245
22	48	1670	721
57	63	4787	73
74	78	1343	766
50	56	4593	433
38	69	302	470
49	47	2236	788
67	35	4892	955
47	48	3279	476
1	43	707	333
40	1	4088	604
48	42	4891	62
55	44	3963	978
80	52	1883	621
39	32	2005	637
19	22	516	450
98	73	3202	349
75	64	309	906
34	97	169	808
53	100	4516	886
1	57	1419	158
65	52	266	715
44	85	2042	226
27	59	1013	283
29	53	251	61
52	76	4673	486
91	22	3062	134
64	50	4431	480
30	41	1435	350
17	39	3607	271
76	21	1365	117
72	40	3880	392
70	40	2618	457
51	53	384	210
57	9	531	314
55	35	4668	982
39	73	4963	885
71	11	3529	233
30	69	1859	939
49	32	1585	330
10	60	749	567
102	81	2828	179
69	43	1819	267
42	35	1815	325
33	67	2900	502
59	71	220	764
16	89	3674	465
45	60	4805	890
27	73	3000	687
66	86	3153	542
52	54	4227	518
50	24	4586	789
20	67	3751	441
56	52	2492	252
72	65	1355	350
26	38	2828	622
69	58	1122	696
61	34	384	256
65	60	2743	722
43	4	2924	383
16	76	3461	151
36	101	3468	379
62	69	3423	504
59	79	750	598
71	75	4029	685
82	31	3052	899
13	1	3591	731
14	37	4713	978
8	38	3379	969
65	28	4286	907
95	37	4127	977
52	88	1460	856
1	42	1600	835
30	94	4477	548
70	60	248	443
50	34	370	163
43	16	4620	989
55	40	4071	620
51	29	1295	172
70	43	2162	155
63	29	4369	689
72	54	2114	263
34	64	2521	514
1	48	2094	386
76	58	2777	732
67	45	495	941
34	49	3519	371
76	89	2801	683
75	87	3005	344
48	24	3209	492
42	39	4293	857
44	42	2279	106
77	114	1413	876
45	77	4221	951
20	34	3447	417
80	48	3208	611
91	52	3610	333
37	1	1408	188
41	8	3387	871
83	69	3570	241
25	21	1191	570
46	59	2500	696
74	58	4141	233
23	80	3138	978
27	26	591	424
59	51	3476	846
74	30	3177	834
3	21	1886	244
84	26	1670	752
71	40	4636	704
34	19	403	424
54	47	4295	62
15	62	1278	333
46	61	3410	65
53	45	4414	840
76	52	2162	304
55	19	1498	868
1	48	3657	579
33	96	479	900
47	36	1040	485
8	57	2852	457
